epoch,train_loss,train_bce,train_l1,train_diversity,train_spread,val_auc,val_f1,val_f2,val_accuracy,val_sensitivity,val_specificity,val_precision
17,0.02144197440676151,0.021439212997774442,0.40406166305465085,1.1011477275521811e-07,0.0,0.7874628639334522,0.3894736842105263,0.46954314720812185,0.8903591682419659,0.5441176470588235,0.9141414141414141,0.30327868852459017
18,0.02122979380580927,0.0212267559141882,0.4169080718871086,1.737379210820314e-07,0.0,0.7858437314319667,0.38461538461538464,0.4533678756476684,0.8941398865784499,0.5147058823529411,0.9202020202020202,0.30701754385964913
19,0.021157068658560034,0.021153765918326475,0.42804550932299706,1.901003588523237e-07,0.0,0.7871212121212121,0.36792452830188677,0.46875,0.8733459357277883,0.5735294117647058,0.8939393939393939,0.2708333333333333
20,0.02096489684716348,0.020961361621776895,0.4379770546670883,4.553025729913154e-08,0.0,0.7892305407011289,0.3696682464454976,0.46987951807228917,0.8742911153119093,0.5735294117647058,0.8949494949494949,0.2727272727272727
21,0.020914428304099748,0.020910623956531767,0.44734746602273756,6.641110942893644e-08,0.0,0.7877599524658349,0.37373737373737376,0.4601990049751244,0.8827977315689981,0.5441176470588235,0.906060606060606,0.2846153846153846
22,0.02077513573420865,0.020771052688360214,0.4554193166475142,1.5274170401598453e-07,0.0,0.7903891859774212,0.36363636363636365,0.4716981132075472,0.8676748582230623,0.5882352941176471,0.8868686868686869,0.2631578947368421
23,0.02068525980106525,0.020680902307973273,0.4642504369539599,1.4878088026098486e-07,0.0,0.7883244206773619,0.36936936936936937,0.4812206572769953,0.8676748582230623,0.6029411764705882,0.8858585858585859,0.2662337662337662
24,0.020538141703112953,0.020533539174545194,0.4717624442231271,2.4130266645043307e-08,0.0,0.7854129530600118,0.3627450980392157,0.4534313725490196,0.8771266540642723,0.5441176470588235,0.9,0.27205882352941174
25,0.02071869015813835,0.020713816847532027,0.4776842123077762,7.742835445202812e-08,0.0,0.7875074272133096,0.3645320197044335,0.45454545454545453,0.8780718336483931,0.5441176470588235,0.901010101010101,0.2740740740740741
26,0.020576964800937042,0.020571822202914664,0.4828543682252207,1.3797513545666546e-07,0.0,0.7907308377896614,0.37668161434977576,0.4918032786885246,0.8686200378071833,0.6176470588235294,0.8858585858585859,0.2709677419354839
27,0.020514959529522928,0.02050953609268031,0.4898663374685472,1.3303371766200612e-07,0.0,0.7905228758169934,0.3696682464454976,0.46987951807228917,0.8742911153119093,0.5735294117647058,0.8949494949494949,0.2727272727272727
28,0.021163260834592003,0.021157549994607127,0.4965640450677564,1.491654272788695e-07,0.0,0.7886363636363636,0.3755868544600939,0.47961630695443647,0.8742911153119093,0.5882352941176471,0.8939393939393939,0.27586206896551724
29,0.020693156635388732,0.020687200865077394,0.5008725312448317,6.583428913131684e-08,0.0,0.7905228758169935,0.37962962962962965,0.4880952380952381,0.8733459357277883,0.6029411764705882,0.8919191919191919,0.27702702702702703
30,0.020595546759244417,0.020589324855996717,0.5047261436139384,9.821307143897592e-08,0.0,0.7896613190730837,0.3744292237442922,0.4846335697399527,0.8705103969754253,0.6029411764705882,0.8888888888888888,0.271523178807947
31,0.020644786039126978,0.020638277326079625,0.5102167730369875,1.1444091525321611e-07,0.0,0.7880570409982175,0.37104072398190047,0.4823529411764706,0.8686200378071833,0.6029411764705882,0.8868686868686869,0.2679738562091503
32,0.020212980092413003,0.020206188227260304,0.5145209479716516,1.6658536411238944e-07,0.0,0.7887551990493167,0.3778801843317972,0.48693586698337293,0.8724007561436673,0.6029411764705882,0.8909090909090909,0.2751677852348993
33,0.02030709284477897,0.020300038812321522,0.5194750077301457,5.1721449202366254e-08,0.0,0.784982174688057,0.3671497584541063,0.46228710462287104,0.8761814744801513,0.5588235294117647,0.897979797979798,0.2733812949640288
34,0.02032205682518261,0.02031472169103161,0.5238753134204496,4.8779670997818826e-08,0.0,0.7866310160427807,0.37962962962962965,0.4880952380952381,0.8733459357277883,0.6029411764705882,0.8919191919191919,0.27702702702702703
35,0.020259944549311074,0.020252310618337606,0.5287097750171539,8.467704784307434e-08,0.0,0.7879530600118836,0.36619718309859156,0.4676258992805755,0.8724007561436673,0.5735294117647058,0.8929292929292929,0.2689655172413793
36,0.020177258043399742,0.020169356109334097,0.5320222767130021,5.922009669742208e-08,0.0,0.792706476530006,0.3791469194312796,0.4819277108433735,0.8761814744801513,0.5882352941176471,0.895959595959596,0.27972027972027974
37,0.02026824729006377,0.020260037696589867,0.5364478739999956,1.3282222026176778e-07,0.0,0.7943404634581106,0.3644859813084112,0.4665071770334928,0.8714555765595463,0.5735294117647058,0.8919191919191919,0.2671232876712329
38,0.020337305384718122,0.020328800216497432,0.5401493118655297,1.8371689121970063e-07,0.0,0.7910724896019014,0.36893203883495146,0.4634146341463415,0.8771266540642723,0.5588235294117647,0.898989898989899,0.2753623188405797
39,0.020173520495694493,0.020164747887681567,0.543865030811679,7.725530712645518e-08,0.0,0.7898098633392752,0.38497652582159625,0.49160671462829736,0.8761814744801513,0.6029411764705882,0.8949494949494949,0.2827586206896552
40,0.020114105525276354,0.020105009530520728,0.5485336554627265,1.5651025691225172e-07,0.0,0.7940730837789661,0.3786407766990291,0.47560975609756095,0.8790170132325141,0.5735294117647058,0.9,0.2826086956521739
41,0.020197665942231973,0.020188303671837333,0.5508455254377858,1.2953435107339183e-07,0.0,0.7924093879976233,0.3891402714932127,0.5058823529411764,0.8724007561436673,0.6323529411764706,0.8888888888888888,0.28104575163398693
42,0.020969405747769822,0.020959758222283374,0.5537695952000157,1.3414890196533098e-07,0.0,0.7930332739156268,0.36792452830188677,0.46875,0.8733459357277883,0.5735294117647058,0.8939393939393939,0.2708333333333333
43,0.019957993615178332,0.019948057086777785,0.5567156311965757,1.4451241786024449e-07,0.0,0.7986779560308972,0.3669724770642202,0.47393364928909953,0.8695652173913043,0.5882352941176471,0.8888888888888888,0.26666666666666666
44,0.020634170058333585,0.020623933035700072,0.5604571483788952,1.2699634725911145e-07,0.0,0.7968805704099821,0.38392857142857145,0.5023364485981309,0.8695652173913043,0.6323529411764706,0.8858585858585859,0.27564102564102566
45,0.020066169961806265,0.020055655044533553,0.5634208509037572,5.1971404470319364e-08,0.0,0.7899435531788472,0.36792452830188677,0.46875,0.8733459357277883,0.5735294117647058,0.8939393939393939,0.2708333333333333
46,0.020039917014899752,0.020029111675197078,0.5658840239048004,7.59093977640004e-08,0.0,0.7941325014854426,0.38613861386138615,0.4802955665024631,0.8827977315689981,0.5735294117647058,0.9040404040404041,0.291044776119403
47,0.01976110772680371,0.019749978016461094,0.5688663225981497,2.0809711321864978e-07,0.0,0.7922608437314319,0.38392857142857145,0.5023364485981309,0.8695652173913043,0.6323529411764706,0.8858585858585859,0.27564102564102566
48,0.020386697010948293,0.020375261083245277,0.5733206512466553,9.027219416424259e-08,0.0,0.7981877599524658,0.39069767441860465,0.5011933174224343,0.8761814744801513,0.6176470588235294,0.8939393939393939,0.2857142857142857
49,0.02022767965231211,0.020215902312268174,0.5751841414359308,3.935060110305336e-07,0.0,0.7929738562091504,0.3696682464454976,0.46987951807228917,0.8742911153119093,0.5735294117647058,0.8949494949494949,0.2727272727272727
50,0.02000085386868206,0.01998885791568506,0.5771489023200927,6.381542210793933e-08,0.0,0.7918746286393346,0.3686635944700461,0.4750593824228028,0.8705103969754253,0.5882352941176471,0.8898989898989899,0.2684563758389262
51,0.02012601132775026,0.02011368671552308,0.5799438640955956,1.8802381097243926e-07,0.0,0.8004753416518122,0.3783783783783784,0.49295774647887325,0.8695652173913043,0.6176470588235294,0.8868686868686869,0.2727272727272727
52,0.019875665383052923,0.01986307893399029,0.5817730580606768,7.129484380641316e-08,0.0,0.7966577540106952,0.3805309734513274,0.5,0.8676748582230623,0.6323529411764706,0.8838383838383839,0.2721518987341772
53,0.020087983151296934,0.02007509907707572,0.5841293671438771,6.733402050982814e-08,0.0,0.7966577540106952,0.3755868544600939,0.47961630695443647,0.8742911153119093,0.5882352941176471,0.8939393939393939,0.27586206896551724
54,0.019790549927781665,0.019777363023510384,0.5865012772621647,7.740912609477044e-08,0.0,0.7954396910279262,0.37383177570093457,0.4784688995215311,0.8733459357277883,0.5882352941176471,0.8929292929292929,0.273972602739726
55,0.019981485844079043,0.019968014435782548,0.5882688068574474,5.547077366616709e-08,0.0,0.7916666666666666,0.375,0.4733009708737864,0.8771266540642723,0.5735294117647058,0.897979797979798,0.2785714285714286
56,0.02027977300777791,0.020265966886654496,0.5910203139628133,1.618939037022697e-07,0.0,0.7973707664884135,0.37735849056603776,0.4807692307692308,0.8752362948960303,0.5882352941176471,0.8949494949494949,0.2777777777777778
57,0.019722996452342597,0.01970886900990961,0.5937527283545463,1.9231149951357264e-07,0.0,0.7947563874034462,0.3891402714932127,0.5058823529411764,0.8724007561436673,0.6323529411764706,0.8888888888888888,0.28104575163398693
58,0.019743284465925347,0.019728883485039397,0.5956405949208045,7.371748476164303e-08,0.0,0.7926916221033868,0.36893203883495146,0.4634146341463415,0.8771266540642723,0.5588235294117647,0.898989898989899,0.2753623188405797
59,0.020131476403724764,0.020116748678828438,0.5982616639906361,1.227278842853527e-07,0.0,0.7922756981580511,0.3827751196172249,0.48426150121065376,0.8780718336483931,0.5882352941176471,0.897979797979798,0.28368794326241137
60,0.01953399113018907,0.019518954889668573,0.6008924332357222,6.956438751202651e-08,0.0,0.7909536541889483,0.3894736842105263,0.46954314720812185,0.8903591682419659,0.5441176470588235,0.9141414141414141,0.30327868852459017
61,0.019696525095271006,0.01968138716784456,0.6045703368802224,1.1826714919222116e-07,0.0,0.8011437908496731,0.38565022421524664,0.5035128805620609,0.8705103969754253,0.6323529411764706,0.8868686868686869,0.27741935483870966
62,0.020678174554280216,0.02066298666590404,0.6066749730417805,1.0530794610523967e-07,0.0,0.7959744503862151,0.3686635944700461,0.4750593824228028,0.8705103969754253,0.5882352941176471,0.8898989898989899,0.2684563758389262
63,0.019973273351488095,0.01995803014705739,0.6081356045699888,1.9867573748173995e-07,0.0,0.8007278669043375,0.3827751196172249,0.48426150121065376,0.8780718336483931,0.5882352941176471,0.897979797979798,0.28368794326241137
64,0.019706393622102275,0.019691171252258843,0.6078775688525169,1.269386653425206e-07,0.0,0.7979352346999405,0.38095238095238093,0.4830917874396135,0.8771266540642723,0.5882352941176471,0.896969696969697,0.28169014084507044
65,0.01971603012944181,0.019700769184818192,0.6095354076354734,1.1240281969709404e-07,0.0,0.7901960784313726,0.38235294117647056,0.47794117647058826,0.8809073724007561,0.5735294117647058,0.902020202020202,0.2867647058823529
66,0.019648488002618956,0.019633172973690015,0.6123451393458151,3.216727903756417e-08,0.0,0.7988562091503268,0.38317757009345793,0.4904306220095694,0.8752362948960303,0.6029411764705882,0.8939393939393939,0.2808219178082192
67,0.0196286361409171,0.019613229857397177,0.6149032808119251,1.6868114109803677e-07,0.0,0.7938502673796791,0.3854166666666667,0.4671717171717172,0.888468809073724,0.5441176470588235,0.9121212121212121,0.29838709677419356
68,0.01972604271084551,0.019710583056533528,0.6174704692056102,1.1476777984595612e-07,0.0,0.7913547237076648,0.37681159420289856,0.4744525547445255,0.8780718336483931,0.5735294117647058,0.898989898989899,0.2805755395683453
69,0.0196382173322021,0.019622665420625237,0.6197681859616311,2.8819806429497374e-07,0.0,0.7932412358882948,0.37383177570093457,0.4784688995215311,0.8733459357277883,0.5882352941176471,0.8929292929292929,0.273972602739726
70,0.019495566217829625,0.01947999481983002,0.621845093946303,1.258811612653825e-07,0.0,0.7951277480689245,0.3696682464454976,0.46987951807228917,0.8742911153119093,0.5735294117647058,0.8949494949494949,0.2727272727272727
71,0.019684256054461002,0.019668606553046454,0.6237372967504686,2.806032792217329e-07,0.0,0.8011586452762923,0.3891402714932127,0.5058823529411764,0.8724007561436673,0.6323529411764706,0.8888888888888888,0.28104575163398693
72,0.019536375000532114,0.0195207490976299,0.6247324631098778,3.776242607500535e-08,0.0,0.7980243612596554,0.37104072398190047,0.4823529411764706,0.8686200378071833,0.6029411764705882,0.8868686868686869,0.2679738562091503
73,0.019784398624793656,0.01976870408191556,0.6264375818352546,1.6798895728239556e-07,0.0,0.7930481283422459,0.38095238095238093,0.4830917874396135,0.8771266540642723,0.5882352941176471,0.896969696969697,0.28169014084507044
74,0.019668458450225093,0.01965275283662542,0.6277598854034178,5.8258732863004256e-08,0.0,0.7932263814616756,0.3671497584541063,0.46228710462287104,0.8761814744801513,0.5588235294117647,0.897979797979798,0.2733812949640288
75,0.019780944477045728,0.019765192319849325,0.6291366224327395,1.1874782909670317e-07,0.0,0.7893196672608438,0.39572192513368987,0.4731457800511509,0.8931947069943289,0.5441176470588235,0.9171717171717172,0.31092436974789917
76,0.019386067573401715,0.019370289617067864,0.6308497858624305,3.351319202077856e-08,0.0,0.7956179441473559,0.38317757009345793,0.4904306220095694,0.8752362948960303,0.6029411764705882,0.8939393939393939,0.2808219178082192
77,0.019534674743490833,0.01951882506780807,0.6329720419260764,1.267271640744085e-07,0.0,0.7961229946524064,0.38317757009345793,0.4904306220095694,0.8752362948960303,0.6029411764705882,0.8939393939393939,0.2808219178082192
78,0.019907899471300262,0.019892018656396577,0.6349900172602746,3.009073136539889e-08,0.0,0.79708853238265,0.3979591836734694,0.4875,0.888468809073724,0.5735294117647058,0.9101010101010101,0.3046875
79,0.01939113672837735,0.01937522749311381,0.6356940259856563,8.43501849013434e-08,0.0,0.7925282234105763,0.38461538461538464,0.4854368932038835,0.8790170132325141,0.5882352941176471,0.898989898989899,0.2857142857142857
80,0.019749821524225896,0.019733887263423493,0.637014850974083,4.43189364060783e-08,0.0,0.7963755199049316,0.3813953488372093,0.4892601431980907,0.8742911153119093,0.6029411764705882,0.8929292929292929,0.2789115646258503
81,0.019531906507308443,0.01951591174809202,0.6393937232994265,4.985639995470959e-08,0.0,0.7889780154486037,0.37373737373737376,0.4601990049751244,0.8827977315689981,0.5441176470588235,0.906060606060606,0.2846153846153846
82,0.019669046024641684,0.019652991660780484,0.6407004094892933,1.84236030245375e-07,0.0,0.794503862150921,0.38235294117647056,0.47794117647058826,0.8809073724007561,0.5735294117647058,0.902020202020202,0.2867647058823529
83,0.019537122454494238,0.01952104814981501,0.6425749385549177,4.987562684002642e-08,0.0,0.7935086155674391,0.40625,0.49242424242424243,0.8922495274102079,0.5735294117647058,0.9141414141414141,0.31451612903225806
84,0.01952701723653703,0.01951088947093775,0.643344578243071,2.2092172578768916e-07,0.0,0.7977124183006536,0.38317757009345793,0.4904306220095694,0.8752362948960303,0.6029411764705882,0.8939393939393939,0.2808219178082192
85,0.019307606740884723,0.01929147844953883,0.644950591268078,2.284203719361519e-08,0.0,0.792706476530006,0.39790575916230364,0.4810126582278481,0.8913043478260869,0.5588235294117647,0.9141414141414141,0.3089430894308943
86,0.019407642930145224,0.0193914555974545,0.6468182379199613,8.442709313023274e-08,0.0,0.7910130718954249,0.387434554973822,0.46835443037974683,0.889413988657845,0.5441176470588235,0.9131313131313131,0.3008130081300813
87,0.01945812401602105,0.019441897800612833,0.6485610796559241,6.100823725777474e-08,0.0,0.7988116458704695,0.38317757009345793,0.4904306220095694,0.8752362948960303,0.6029411764705882,0.8939393939393939,0.2808219178082192
88,0.019503053397901596,0.019486743408525662,0.6503759353391586,2.529928679633413e-07,0.0,0.7959150326797385,0.38317757009345793,0.4904306220095694,0.8752362948960303,0.6029411764705882,0.8939393939393939,0.2808219178082192
89,0.019556049903434132,0.01953973436367608,0.6515807768990917,1.3034189492596822e-07,0.0,0.7984699940582293,0.38497652582159625,0.49160671462829736,0.8761814744801513,0.6029411764705882,0.8949494949494949,0.2827586206896552
90,0.01932495919566962,0.019308651932665417,0.6519039407853158,4.8914262174732006e-08,0.0,0.7937017231134877,0.3867924528301887,0.49278846153846156,0.8771266540642723,0.6029411764705882,0.895959595959596,0.2847222222222222
91,0.019447161125079278,0.01943079617265011,0.653947415371095,8.10623155661315e-08,0.0,0.8030748663101606,0.38222222222222224,0.5011655011655012,0.8686200378071833,0.6323529411764706,0.8848484848484849,0.27388535031847133
# temperature_scaling_T=0.827338
# sensitivity_opt_threshold=0.370000
